loan_id,applicant_group,annual_income,loan_amount,dti_ratio,credit_score,employment_years,region,defaulted
LN001970,B,37641.0,18147.0,0.4433,614,10.6,South,1
LN001971,B,53764.0,13009.0,0.2693,680,10.4,Central,0
LN001972,A,134552.0,52977.0,0.4192,761,2.9,North,0
LN001973,A,46670.0,13107.0,0.2399,791,8.3,Central,0
LN001974,A,52731.0,34220.0,0.6962,748,2.9,North,0
LN001975,A,131001.0,55152.0,0.4262,626,8.2,South,0
LN001976,A,77174.0,7264.0,0.1339,693,8.4,North,1
LN001977,A,112784.0,46019.0,0.3833,696,4.8,Central,0
LN001978,A,142361.0,39669.0,0.2992,703,2.9,North,0
LN001979,A,92974.0,41741.0,0.4694,725,0.3,Central,0
LN001980,A,88923.0,23270.0,0.2634,694,1.6,North,0
LN001981,B,25935.0,7049.0,0.225,750,2.1,North,1
LN001982,B,22000.0,9283.0,0.4108,564,9.3,Central,0
LN001983,A,90323.0,22812.0,0.3098,712,3.4,North,0
LN001984,B,35699.0,14995.0,0.4556,635,6.7,North,0
LN001985,A,117779.0,4808.0,0.03,746,6.0,Central,0
LN001986,A,65049.0,26039.0,0.369,680,6.1,North,0
LN001987,A,82764.0,22638.0,0.3549,708,14.8,Central,0
LN001988,B,81239.0,38934.0,0.4387,673,8.6,North,0
LN001989,B,22000.0,11706.0,0.6122,581,3.4,Central,1
LN001990,A,83904.0,21044.0,0.2102,771,5.6,Central,0
LN001991,A,56873.0,22628.0,0.3462,697,5.9,Central,0
LN001992,B,47671.0,9388.0,0.2488,658,3.6,North,0
LN001993,A,99240.0,44785.0,0.5245,767,4.3,Central,0
LN001994,A,40029.0,19392.0,0.4278,850,5.0,Central,0
LN001995,A,56236.0,4000.0,0.03,745,7.1,North,0
LN001996,A,111666.0,42708.0,0.4071,778,7.0,Central,0
LN001997,A,123159.0,53980.0,0.4333,754,4.4,North,0
LN001998,B,54969.0,15630.0,0.2855,652,12.6,South,0
LN001999,B,67472.0,18885.0,0.2787,608,2.4,Central,0
LN002000,A,91916.0,6470.0,0.1273,628,7.0,South,0
LN002001,A,91562.0,33160.0,0.3801,700,9.7,Central,0
LN002002,B,60897.0,5622.0,0.083,665,6.2,Central,0
LN002003,A,63817.0,11376.0,0.2269,733,2.3,Central,0
LN002004,A,108106.0,29697.0,0.3046,594,7.1,North,0
LN002005,B,41921.0,16318.0,0.3561,565,7.8,North,0
LN002006,A,70489.0,29685.0,0.5101,595,2.1,South,1
LN002007,B,70562.0,34657.0,0.4552,817,11.2,South,0
LN002008,B,35863.0,14072.0,0.3785,694,8.3,North,0
LN002009,A,70782.0,28443.0,0.4121,738,1.0,Central,0
LN002010,A,116408.0,46831.0,0.3346,744,2.4,North,0
LN002011,A,88178.0,37333.0,0.4218,850,9.1,South,0
LN002012,A,85394.0,35190.0,0.3727,553,11.7,Central,1
LN002013,A,94900.0,18499.0,0.2477,691,8.5,Central,0
LN002014,A,95425.0,35447.0,0.3684,573,1.9,Central,1
LN002015,B,59984.0,26490.0,0.44,514,5.7,Central,1
LN002016,A,106153.0,38863.0,0.3713,662,4.7,North,0
LN002017,A,103720.0,46738.0,0.5276,798,4.5,South,0
LN002018,A,84188.0,30600.0,0.4289,695,11.2,Central,0
LN002019,A,116007.0,34943.0,0.3637,850,3.0,Central,0
LN002020,A,123825.0,39148.0,0.2812,623,9.5,Central,0
LN002021,B,72831.0,32814.0,0.4857,668,3.4,North,0
LN002022,A,55608.0,12761.0,0.2291,617,16.7,North,0
LN002023,A,82661.0,17605.0,0.2354,804,1.2,Central,0
LN002024,A,73826.0,24549.0,0.3861,679,5.9,North,1
LN002025,A,108306.0,55433.0,0.47,748,2.1,North,0
LN002026,A,93068.0,31255.0,0.2686,640,4.8,North,0
LN002027,A,85724.0,42577.0,0.4603,631,13.8,Central,0
LN002028,A,113183.0,46843.0,0.4296,798,2.6,Central,0
LN002029,A,74274.0,38544.0,0.4978,634,2.7,Central,1
LN002030,B,47382.0,17583.0,0.3875,660,18.8,Central,1
LN002031,A,66899.0,28653.0,0.4202,610,7.1,Central,0
LN002032,B,55248.0,13455.0,0.222,696,4.4,North,0
LN002033,A,91324.0,18239.0,0.2241,709,11.5,South,0
LN002034,A,72283.0,35179.0,0.428,692,5.0,Central,0
LN002035,A,101792.0,21129.0,0.1579,829,11.9,North,0
LN002036,A,74527.0,19565.0,0.2884,683,2.8,North,0
LN002037,A,65720.0,23063.0,0.3825,623,9.0,Central,0
LN002038,A,120346.0,33873.0,0.2414,635,5.3,North,1
LN002039,B,70239.0,17900.0,0.2123,773,4.8,North,0
LN002040,B,79250.0,18611.0,0.2286,594,10.1,North,1
LN002041,A,112906.0,50743.0,0.4622,713,6.6,Central,0
LN002042,B,58153.0,27785.0,0.4198,683,1.5,North,0
LN002043,A,74203.0,12066.0,0.1548,689,6.8,Central,0
LN002044,A,84059.0,26689.0,0.2752,815,0.2,Central,0
LN002045,A,88848.0,23407.0,0.3008,820,10.1,North,0
LN002046,A,105455.0,39137.0,0.365,802,8.1,North,0
LN002047,A,89954.0,17098.0,0.2481,766,11.0,South,0
LN002048,B,49334.0,16520.0,0.3095,709,8.0,South,0
LN002049,A,45165.0,15800.0,0.3598,780,4.1,Central,0
LN002050,A,92087.0,34467.0,0.4473,705,6.1,Central,0
LN002051,A,58947.0,9190.0,0.1816,628,12.2,South,0
LN002052,A,78592.0,4000.0,0.072,806,1.4,North,0
LN002053,A,73084.0,21187.0,0.2685,637,4.9,South,0
LN002054,A,45989.0,15947.0,0.4415,730,6.7,North,0
LN002055,A,43832.0,20283.0,0.4356,745,2.6,Central,0
LN002056,A,126679.0,36401.0,0.3384,556,8.4,North,0
LN002057,A,49589.0,5612.0,0.0976,729,19.1,Central,0
LN002058,A,72729.0,20285.0,0.2657,729,3.4,North,0
LN002059,A,88511.0,21350.0,0.2859,831,4.7,North,0
LN002060,B,50825.0,20823.0,0.4719,742,10.5,Central,0
LN002061,A,73433.0,19381.0,0.1628,776,3.8,Central,0
LN002062,A,124349.0,47113.0,0.2908,614,2.8,Central,0
LN002063,A,96994.0,16662.0,0.1759,805,6.9,Central,0
LN002064,B,44039.0,8781.0,0.2417,748,8.3,South,0
LN002065,A,76265.0,27425.0,0.3376,729,1.5,North,0
LN002066,A,63354.0,31352.0,0.5084,724,3.8,South,0
LN002067,A,34680.0,4000.0,0.0944,850,8.9,North,0
LN002068,A,22000.0,5845.0,0.2716,726,4.0,Central,0
LN002069,A,84831.0,27615.0,0.3084,681,17.6,North,0
LN002070,B,71164.0,34023.0,0.4328,700,9.4,Central,0
LN002071,A,142417.0,17621.0,0.1601,699,1.4,Central,0
LN002072,A,93382.0,20647.0,0.3002,714,16.7,South,0
LN002073,A,106118.0,51428.0,0.3931,647,6.5,Central,0
LN002074,B,58872.0,21992.0,0.3745,639,2.5,South,0
LN002075,A,108843.0,25527.0,0.2245,767,1.6,North,0
LN002076,A,80050.0,15109.0,0.2412,777,7.7,South,0
LN002077,A,53199.0,20842.0,0.4069,740,7.7,South,1
LN002078,A,118777.0,41766.0,0.3322,717,2.3,North,0
LN002079,A,101514.0,39693.0,0.3378,697,4.8,Central,0
LN002080,A,81754.0,12177.0,0.1779,650,5.4,South,0
LN002081,A,56200.0,35920.0,0.6797,610,2.4,North,0
LN002082,A,112931.0,34661.0,0.3602,708,2.1,North,0
LN002083,B,56903.0,22726.0,0.4246,676,7.4,South,0
LN002084,A,136457.0,27517.0,0.1584,699,2.3,Central,0
LN002085,A,84558.0,42535.0,0.4837,728,0.3,South,0
LN002086,A,60761.0,7657.0,0.1083,620,6.4,Central,0
LN002087,A,64315.0,17150.0,0.2422,707,5.7,South,0
LN002088,A,109543.0,55504.0,0.5369,685,6.3,South,1
LN002089,A,109833.0,14774.0,0.0424,681,3.0,Central,0
LN002090,A,82942.0,31112.0,0.364,734,8.8,North,0
LN002091,A,120368.0,33949.0,0.3029,701,8.4,South,0
LN002092,A,70666.0,16304.0,0.2484,624,11.9,North,0
LN002093,A,75113.0,21803.0,0.299,738,10.4,North,0
LN002094,B,69284.0,16069.0,0.2334,675,9.3,Central,0
LN002095,A,85514.0,34348.0,0.4496,839,8.9,Central,0
LN002096,A,55969.0,23179.0,0.4306,645,4.9,South,0
LN002097,A,80473.0,25488.0,0.3845,598,10.3,Central,1
LN002098,A,114147.0,37398.0,0.3593,695,12.2,North,0
LN002099,A,110012.0,53772.0,0.4965,628,10.6,South,0
LN002100,A,92040.0,30945.0,0.3013,641,0.5,North,1
LN002101,A,36023.0,11326.0,0.3155,656,3.4,Central,1
LN002102,A,69147.0,9060.0,0.1514,744,10.7,North,0
LN002103,A,107065.0,16108.0,0.0914,759,5.0,North,0
LN002104,A,79126.0,13361.0,0.1795,656,8.5,South,0
LN002105,A,103248.0,21943.0,0.1429,734,2.7,Central,0
LN002106,A,81955.0,14076.0,0.1775,736,4.0,South,0
LN002107,A,85079.0,31834.0,0.4456,776,4.4,North,0
LN002108,B,42832.0,10056.0,0.2182,661,1.4,Central,0
LN002109,A,116999.0,46415.0,0.3675,786,4.9,North,0
LN002110,B,80334.0,16942.0,0.2455,771,6.2,Central,0
LN002111,A,129584.0,37418.0,0.3136,670,5.6,South,0
LN002112,A,76030.0,22979.0,0.3192,711,12.8,South,0
LN002113,A,81549.0,43070.0,0.4727,711,2.9,North,0
LN002114,B,66762.0,26456.0,0.3899,685,3.8,Central,0
LN002115,A,33265.0,10357.0,0.3438,783,9.0,South,0
LN002116,A,93777.0,29780.0,0.3165,755,6.8,North,0
LN002117,A,121812.0,40658.0,0.2822,804,2.3,Central,0
LN002118,A,33251.0,13396.0,0.3794,828,13.1,North,0
LN002119,B,96057.0,13039.0,0.1102,631,1.1,North,0
LN002120,A,71724.0,17238.0,0.2836,812,10.0,North,0
LN002121,A,83642.0,33151.0,0.3309,697,2.8,South,0
LN002122,A,87135.0,19554.0,0.1774,612,5.2,South,1
LN002123,A,83284.0,8323.0,0.1369,625,7.5,South,1
LN002124,B,43281.0,15183.0,0.35,657,14.8,South,0
LN002125,A,77956.0,27315.0,0.378,799,6.2,North,0
LN002126,A,55394.0,22997.0,0.4969,719,2.5,Central,0
LN002127,B,62633.0,20526.0,0.3915,685,2.4,South,0
LN002128,A,129635.0,59688.0,0.4834,814,4.3,Central,0
LN002129,B,62572.0,23422.0,0.3637,705,2.6,South,0
LN002130,A,52090.0,19627.0,0.4669,640,3.0,North,0
LN002131,A,48520.0,4000.0,0.041,700,3.7,North,0
LN002132,A,95515.0,31658.0,0.3614,674,4.5,North,0
LN002133,A,95450.0,42235.0,0.4472,734,13.3,North,0
LN002134,A,107821.0,33577.0,0.326,844,13.5,North,0
LN002135,A,78380.0,28518.0,0.3236,772,7.5,North,1
LN002136,A,125528.0,39344.0,0.3174,690,8.2,North,0
LN002137,B,50618.0,19020.0,0.3888,661,6.1,South,0
LN002138,A,96420.0,48881.0,0.4989,777,14.1,Central,0
LN002139,A,70483.0,21705.0,0.2431,758,4.1,South,0
LN002140,B,25752.0,8409.0,0.2911,562,2.6,Central,0
LN002141,A,70792.0,21353.0,0.3687,721,5.1,South,0
LN002142,B,50036.0,23888.0,0.4641,697,4.7,Central,0
LN002143,A,80855.0,28816.0,0.3846,731,7.3,Central,0
LN002144,A,74588.0,42700.0,0.5981,721,4.7,Central,1
LN002145,A,95808.0,36106.0,0.3938,719,16.9,North,1
LN002146,B,56871.0,28184.0,0.4695,801,2.5,North,0
LN002147,A,101604.0,64859.0,0.6114,676,5.0,North,0
LN002148,A,50645.0,20806.0,0.4246,684,1.2,Central,0
LN002149,B,60414.0,24694.0,0.3801,736,4.0,Central,0
LN002150,B,68797.0,12518.0,0.1197,605,3.8,Central,0
LN002151,A,63534.0,11829.0,0.1961,646,3.7,Central,0
LN002152,A,61039.0,14269.0,0.2335,798,1.6,North,0
LN002153,A,70715.0,16627.0,0.2895,740,4.5,South,0
LN002154,B,42133.0,9827.0,0.2773,583,10.3,North,0
LN002155,A,109819.0,29929.0,0.3414,741,5.8,Central,0
LN002156,A,70845.0,9812.0,0.2029,798,3.5,Central,0
LN002157,A,145726.0,75154.0,0.5408,679,0.6,North,0
LN002158,A,111211.0,37343.0,0.3446,763,4.7,Central,0
LN002159,B,56547.0,30343.0,0.5223,579,3.0,Central,0
LN002160,A,105851.0,36423.0,0.3278,763,2.5,North,0
LN002161,A,93375.0,42108.0,0.4482,712,6.6,Central,0
LN002162,A,111352.0,28928.0,0.1837,718,11.2,South,1
LN002163,A,77850.0,36537.0,0.4965,762,12.5,Central,0
LN002164,A,91012.0,31245.0,0.3648,732,2.2,North,0
LN002165,A,93748.0,38221.0,0.3785,679,3.2,North,0
LN002166,B,105477.0,31610.0,0.2218,549,8.7,Central,1
LN002167,A,81272.0,12549.0,0.1019,741,13.9,North,0
LN002168,A,29367.0,6331.0,0.1977,713,7.1,South,0
LN002169,B,48216.0,13774.0,0.2163,542,8.9,Central,0
LN002170,B,65785.0,24806.0,0.3006,683,11.0,South,0
LN002171,A,39522.0,14620.0,0.418,645,7.8,Central,1
LN002172,B,77818.0,13169.0,0.194,777,3.4,South,0
LN002173,B,67241.0,23945.0,0.3437,674,5.6,North,0
LN002174,A,70399.0,31506.0,0.4443,773,5.0,Central,0
LN002175,A,83869.0,15074.0,0.1709,638,11.8,North,0
LN002176,A,154295.0,32954.0,0.1915,850,1.3,South,0
LN002177,A,112368.0,31702.0,0.2457,670,1.3,North,0
LN002178,A,58311.0,21800.0,0.3335,745,2.3,North,0
LN002179,B,48887.0,30835.0,0.6254,647,13.8,North,0
LN002180,A,78899.0,14631.0,0.1593,780,6.5,North,0
LN002181,A,85248.0,39574.0,0.4544,677,1.7,North,0
LN002182,A,69997.0,23703.0,0.3703,731,4.8,North,0
LN002183,A,65274.0,38604.0,0.5283,659,1.3,North,1
LN002184,B,41547.0,24878.0,0.6163,803,13.9,Central,1
LN002185,A,82663.0,16588.0,0.2184,768,3.0,South,0
LN002186,B,55528.0,11731.0,0.2243,640,4.2,South,0
LN002187,A,71067.0,15524.0,0.1749,677,1.6,North,0
LN002188,A,137160.0,20473.0,0.1453,718,14.3,Central,0
LN002189,A,108642.0,5788.0,0.1211,669,9.1,North,0
LN002190,B,31590.0,10825.0,0.4288,623,12.9,North,0
LN002191,A,94225.0,36070.0,0.4022,677,3.5,North,1
LN002192,A,102223.0,26979.0,0.2459,729,6.5,North,0
LN002193,B,43544.0,15162.0,0.4035,698,10.1,Central,0
LN002194,A,62828.0,24991.0,0.4101,850,6.1,Central,0
LN002195,A,77275.0,20078.0,0.2608,606,5.8,South,1
LN002196,B,46158.0,22832.0,0.5531,601,10.8,Central,1
LN002197,A,99563.0,38237.0,0.3636,791,4.0,Central,0
LN002198,A,95738.0,40864.0,0.4309,784,7.3,North,0
LN002199,B,65413.0,4000.0,0.05,811,5.8,Central,0
LN002200,A,89830.0,15614.0,0.216,645,1.5,South,0
LN002201,A,104815.0,36001.0,0.3743,850,5.2,North,0
LN002202,B,65761.0,19159.0,0.2976,760,6.0,North,0
LN002203,A,121006.0,43877.0,0.3489,850,8.6,Central,0
LN002204,A,37108.0,13206.0,0.3522,678,3.8,Central,0
LN002205,B,22000.0,4467.0,0.1191,696,7.5,North,0
LN002206,B,42211.0,15085.0,0.3361,597,3.3,North,0
LN002207,B,70301.0,20909.0,0.2249,770,17.8,Central,0
LN002208,A,47459.0,21131.0,0.3553,643,6.1,South,0
LN002209,A,103184.0,32114.0,0.3203,613,4.9,South,0
LN002210,B,84956.0,17810.0,0.2307,692,0.9,South,0
LN002211,A,109737.0,15225.0,0.1342,698,3.5,Central,0
LN002212,B,63171.0,24217.0,0.4279,750,1.2,Central,0
LN002213,B,81735.0,43656.0,0.5511,640,11.2,North,0
LN002214,B,50671.0,17406.0,0.3161,604,8.1,Central,0
LN002215,A,76635.0,27677.0,0.3215,646,9.8,Central,0
LN002216,A,136033.0,26470.0,0.1844,705,2.3,Central,0
LN002217,A,91151.0,22850.0,0.2775,774,3.1,North,0
LN002218,A,131949.0,33810.0,0.214,818,3.4,Central,0
LN002219,A,65565.0,22970.0,0.3774,684,10.1,Central,0
LN002220,B,100943.0,28598.0,0.2752,729,12.8,South,0
LN002221,A,129524.0,40647.0,0.3051,712,2.6,Central,0
LN002222,A,101756.0,27924.0,0.3019,754,7.8,South,0
LN002223,A,114320.0,27873.0,0.2539,819,16.1,Central,0
LN002224,A,81516.0,33990.0,0.4257,648,4.4,Central,1
LN002225,A,104418.0,27112.0,0.2035,659,7.1,Central,0
LN002226,B,65073.0,24975.0,0.3937,636,5.5,North,0
LN002227,A,102259.0,48397.0,0.5005,640,1.6,North,0
LN002228,A,127187.0,54184.0,0.3613,694,3.5,North,0
LN002229,B,74886.0,26286.0,0.3298,701,0.8,South,0
LN002230,B,54786.0,25403.0,0.4704,649,8.9,Central,0
LN002231,A,63650.0,13458.0,0.1212,745,5.5,Central,0
LN002232,A,98928.0,22389.0,0.1908,752,8.3,Central,0
LN002233,A,69353.0,21790.0,0.2954,746,3.9,North,0
LN002234,A,114949.0,49665.0,0.4632,688,1.9,Central,0
LN002235,A,92614.0,20200.0,0.2211,675,5.8,Central,0
LN002236,A,53209.0,13525.0,0.3146,814,3.0,Central,0
LN002237,B,110365.0,21505.0,0.1797,728,0.3,South,0
LN002238,A,111801.0,37335.0,0.277,740,4.7,Central,0
LN002239,A,110114.0,38395.0,0.3629,700,5.5,Central,0
LN002240,A,55885.0,24437.0,0.4222,654,6.7,North,0
LN002241,A,135881.0,43318.0,0.3837,613,1.4,North,0
LN002242,A,71349.0,25392.0,0.3898,738,4.6,South,0
LN002243,A,73403.0,31579.0,0.4177,807,0.9,Central,0
LN002244,A,94102.0,17265.0,0.2412,762,8.5,North,0
LN002245,A,71328.0,12500.0,0.204,798,4.0,North,0
LN002246,B,58739.0,25608.0,0.4691,701,20.3,Central,0
LN002247,A,30999.0,12419.0,0.3853,695,8.3,South,0
LN002248,B,48401.0,4556.0,0.1778,782,5.3,North,0
LN002249,B,34844.0,14110.0,0.401,603,4.3,North,0
LN002250,B,47237.0,12207.0,0.2354,658,2.3,North,0
LN002251,A,144451.0,80901.0,0.5598,604,1.6,North,0
LN002252,A,64775.0,19803.0,0.2972,664,9.5,Central,0
LN002253,A,80672.0,9915.0,0.1589,630,8.7,North,0
LN002254,A,80529.0,23969.0,0.3214,780,4.8,North,0
LN002255,B,22000.0,5692.0,0.2282,689,3.5,Central,0
LN002256,A,59011.0,29277.0,0.4534,783,6.6,South,0
LN002257,A,75879.0,21102.0,0.3581,689,1.7,Central,0
LN002258,A,107272.0,27075.0,0.2109,689,6.4,Central,0
LN002259,A,81703.0,21897.0,0.2899,702,20.2,North,0
LN002260,A,66728.0,20416.0,0.2942,696,7.5,North,0
LN002261,A,77377.0,11183.0,0.15,779,1.7,Central,0
LN002262,A,94822.0,45947.0,0.5259,788,6.6,North,0
LN002263,B,46537.0,20952.0,0.5474,807,2.8,South,0
LN002264,B,73779.0,17527.0,0.2637,720,16.3,Central,0
LN002265,A,53828.0,17510.0,0.3861,776,9.4,Central,0
LN002266,A,80119.0,25799.0,0.2234,772,1.4,Central,0
LN002267,B,70256.0,35644.0,0.5034,590,14.8,North,0
LN002268,A,115788.0,41350.0,0.4291,758,7.5,Central,0
LN002269,A,108005.0,63620.0,0.6868,726,14.6,Central,0
LN002270,A,74277.0,18638.0,0.2924,697,1.1,North,0
LN002271,A,126381.0,45690.0,0.3072,636,4.3,Central,0
LN002272,A,108114.0,28885.0,0.2216,708,2.3,North,0
LN002273,B,39550.0,12006.0,0.3079,628,10.2,North,0
LN002274,A,111037.0,47210.0,0.4625,702,8.1,Central,0
LN002275,A,74429.0,14773.0,0.1947,618,8.3,Central,0
LN002276,B,46482.0,24697.0,0.5356,628,7.3,South,1
LN002277,B,73477.0,37973.0,0.4981,662,3.8,Central,1
LN002278,A,65324.0,29539.0,0.3779,719,5.6,North,0
LN002279,A,82843.0,21556.0,0.2803,680,12.3,North,0
LN002280,B,50230.0,16343.0,0.3543,672,15.5,South,0
LN002281,A,52773.0,15163.0,0.2682,744,12.5,Central,0
LN002282,A,65294.0,18733.0,0.2679,693,2.9,South,0
LN002283,A,107077.0,29607.0,0.3185,611,14.2,North,0
LN002284,B,69437.0,22015.0,0.3413,740,6.6,South,0
LN002285,B,56267.0,23214.0,0.4086,647,16.7,North,0
LN002286,B,60942.0,10997.0,0.1498,672,4.5,North,0
LN002287,A,69598.0,8671.0,0.101,709,3.6,South,0
LN002288,A,36030.0,13836.0,0.3992,801,2.3,North,0
LN002289,A,53041.0,17867.0,0.2771,643,2.6,South,0
LN002290,A,71338.0,27322.0,0.2781,673,11.9,Central,0
LN002291,A,75984.0,26741.0,0.3275,703,4.7,South,0
LN002292,B,43619.0,14248.0,0.3044,702,10.5,North,0
LN002293,A,49258.0,17509.0,0.3792,745,8.8,North,0
LN002294,A,94412.0,27101.0,0.3573,612,6.9,North,0
LN002295,A,83585.0,26663.0,0.3043,679,11.5,South,0
LN002296,B,81343.0,15485.0,0.2132,683,8.5,South,0
LN002297,B,56230.0,20738.0,0.3587,699,7.1,South,0
LN002298,A,53975.0,23847.0,0.3891,840,9.0,South,0
LN002299,A,109872.0,45361.0,0.466,753,2.3,North,0
LN002300,A,89951.0,32225.0,0.3426,622,10.4,North,0
LN002301,A,87780.0,39098.0,0.4653,686,3.6,Central,0
LN002302,B,41331.0,16041.0,0.4226,591,10.5,South,0
LN002303,A,118533.0,69611.0,0.5513,674,3.2,Central,1
LN002304,A,41949.0,10545.0,0.2354,681,5.8,Central,0
LN002305,A,106036.0,26975.0,0.2536,688,7.8,North,0
LN002306,A,92423.0,51623.0,0.5514,607,5.6,North,0
LN002307,A,50300.0,17033.0,0.3516,661,5.8,Central,0
LN002308,A,56639.0,24469.0,0.4731,631,3.4,North,1
LN002309,A,105306.0,57379.0,0.4565,756,32.0,South,0
LN002310,A,58050.0,19056.0,0.3277,774,7.0,North,0
LN002311,A,40713.0,13643.0,0.3219,729,8.1,South,0
LN002312,A,51460.0,22465.0,0.5134,652,0.3,North,0
LN002313,A,69540.0,13669.0,0.256,702,4.3,South,0
LN002314,A,87929.0,32541.0,0.3263,739,3.3,Central,0
LN002315,A,105028.0,21902.0,0.2422,746,5.7,Central,0
LN002316,A,67731.0,21232.0,0.3062,607,8.0,Central,0
LN002317,A,71439.0,22334.0,0.3653,759,2.7,North,0
LN002318,A,53230.0,15705.0,0.35,674,10.0,Central,0
LN002319,B,75091.0,27095.0,0.4022,714,17.3,North,0
LN002320,A,68071.0,18002.0,0.2403,727,6.6,Central,0
LN002321,A,96367.0,28298.0,0.2213,746,16.7,South,0
LN002322,B,80599.0,26712.0,0.3259,626,5.4,South,0
LN002323,A,114952.0,67100.0,0.5745,717,4.9,North,0
LN002324,A,53968.0,26643.0,0.5214,675,17.5,Central,0
LN002325,B,58463.0,26010.0,0.4122,605,7.3,South,0
LN002326,A,70403.0,16527.0,0.2032,712,1.4,Central,0
LN002327,A,148573.0,63687.0,0.4501,772,6.9,North,0
LN002328,B,41673.0,23726.0,0.5597,696,7.8,North,0
LN002329,A,48296.0,20067.0,0.3604,629,12.3,North,0
LN002330,A,82826.0,17689.0,0.1953,791,5.5,North,0
LN002331,A,124000.0,35986.0,0.3094,759,3.5,Central,0
LN002332,A,65337.0,15182.0,0.222,658,3.2,North,0
LN002333,A,128620.0,15732.0,0.1126,761,10.5,South,0
LN002334,A,93429.0,23914.0,0.2602,811,15.6,Central,0
LN002335,A,66462.0,22691.0,0.3173,705,5.6,South,0
LN002336,A,87092.0,20165.0,0.2614,743,2.6,North,0
LN002337,A,102630.0,25214.0,0.2792,821,3.5,North,0
LN002338,B,51489.0,19827.0,0.4555,630,8.4,North,0
LN002339,A,63496.0,4000.0,0.1445,666,3.0,Central,0
LN002340,A,83433.0,27476.0,0.3601,763,4.5,South,0
LN002341,A,85286.0,51643.0,0.6125,708,6.0,Central,0
LN002342,A,44065.0,10480.0,0.1872,846,7.3,South,0
LN002343,A,81426.0,12769.0,0.1758,732,1.6,Central,1
LN002344,A,122453.0,10750.0,0.1296,626,8.5,North,0
LN002345,A,48125.0,16889.0,0.3567,763,6.6,Central,0
LN002346,A,66230.0,22050.0,0.2834,708,11.0,South,0
LN002347,A,59443.0,26835.0,0.532,791,3.8,North,0
LN002348,A,76357.0,8326.0,0.0891,737,1.4,Central,1
LN002349,A,58612.0,15554.0,0.2887,814,10.0,North,0
LN002350,A,94353.0,8338.0,0.1248,740,5.5,South,0
LN002351,A,87995.0,20480.0,0.2387,730,4.5,South,0
LN002352,A,81655.0,17837.0,0.1728,746,16.5,Central,0
LN002353,A,61585.0,20361.0,0.3322,726,3.6,North,0
LN002354,A,84829.0,27940.0,0.269,772,10.7,South,0
LN002355,A,47409.0,5877.0,0.0881,807,5.3,North,0
LN002356,A,42996.0,12061.0,0.2599,692,3.7,Central,0
LN002357,A,66964.0,30232.0,0.4562,738,4.8,Central,0
LN002358,A,81112.0,12220.0,0.1584,731,7.0,South,0
LN002359,A,46729.0,18508.0,0.4081,676,5.1,North,0
LN002360,B,76730.0,20388.0,0.2816,671,9.8,North,0
LN002361,A,74306.0,26270.0,0.2991,804,7.6,North,0
LN002362,A,57163.0,15460.0,0.2386,768,3.5,North,0
LN002363,A,67270.0,14751.0,0.3215,602,2.1,Central,0
LN002364,A,77109.0,11174.0,0.1655,679,4.5,North,0
LN002365,A,86531.0,25659.0,0.3556,730,8.6,North,0
LN002366,A,64638.0,18274.0,0.2527,655,1.6,Central,0
LN002367,B,64911.0,25523.0,0.3423,641,1.7,North,0
LN002368,A,84786.0,8202.0,0.0583,729,6.5,North,0
LN002369,B,45178.0,14855.0,0.3736,661,4.9,North,0
LN002370,A,42634.0,18764.0,0.4648,763,8.4,North,0
LN002371,B,57456.0,27295.0,0.4837,786,27.8,Central,0
LN002372,A,80139.0,25009.0,0.2868,662,4.2,Central,1
LN002373,A,94272.0,39742.0,0.4037,748,6.3,North,0
LN002374,A,88036.0,25412.0,0.31,557,9.4,Central,0
LN002375,A,120280.0,46493.0,0.3118,679,2.3,Central,0
LN002376,A,73578.0,9065.0,0.0939,609,2.8,Central,0
LN002377,A,135025.0,60677.0,0.4928,631,9.3,Central,1
LN002378,A,72920.0,25830.0,0.3293,716,4.3,North,0
LN002379,B,40270.0,18913.0,0.4307,592,5.8,Central,0
LN002380,B,73108.0,11818.0,0.1232,562,2.1,North,0
LN002381,A,78593.0,41181.0,0.5409,766,6.2,Central,0
LN002382,A,72743.0,14360.0,0.2186,799,6.4,South,0
LN002383,B,51764.0,16611.0,0.3655,676,2.4,South,0
LN002384,A,119027.0,56615.0,0.4997,711,6.1,North,0
LN002385,A,107920.0,34310.0,0.2875,776,6.0,South,0
LN002386,A,87211.0,7939.0,0.0712,680,5.5,South,0
LN002387,A,103060.0,22111.0,0.218,733,8.0,Central,0
LN002388,A,91811.0,26927.0,0.2919,769,5.2,North,0
LN002389,A,102956.0,33000.0,0.3132,705,3.3,North,1
LN002390,B,42695.0,9324.0,0.2961,691,3.7,North,0
LN002391,A,107020.0,38934.0,0.4149,763,5.4,North,0
LN002392,B,82243.0,9262.0,0.03,705,5.4,North,0
LN002393,A,68357.0,19673.0,0.3675,629,6.0,Central,0
LN002394,A,49180.0,4830.0,0.092,700,5.4,South,0
LN002395,A,97977.0,24815.0,0.2807,716,6.9,Central,0
LN002396,A,69418.0,20686.0,0.3396,787,2.2,Central,0
LN002397,B,70651.0,24131.0,0.2922,676,18.1,South,0
LN002398,B,38231.0,14935.0,0.3812,628,4.7,Central,0
LN002399,B,43791.0,11425.0,0.3121,688,7.2,North,0
LN002400,A,90339.0,42003.0,0.5295,696,6.1,North,0
LN002401,A,72389.0,34609.0,0.439,746,5.1,North,0
